2.003999999999999915e+01,3.943818689401762390e-02
2.007999999999999829e+01,4.453191381781019392e-02
2.012000000000000099e+01,2.601192332452487849e-02
2.016000000000000014e+01,3.796739242798638503e-02
2.019999999999999929e+01,2.768196798079886056e-02
2.023999999999999844e+01,5.034308437632805527e-02
2.028000000000000114e+01,4.252637901657082414e-02
2.032000000000000028e+01,3.306110918569948876e-02
2.035999999999999943e+01,1.535773167740855580e-02
2.039999999999999858e+01,4.762388867882450666e-02
2.044000000000000128e+01,1.536624944288401615e-02
2.048000000000000043e+01,3.609835465239741997e-02
2.051999999999999957e+01,3.843347570762686849e-02
2.055999999999999872e+01,2.649007885287635658e-02
2.060000000000000142e+01,3.678522302916575892e-02
2.064000000000000057e+01,3.170359405791055296e-02
2.067999999999999972e+01,3.238664756643540310e-02
2.071999999999999886e+01,4.322741414393134474e-02
2.076000000000000156e+01,3.978966816641013593e-02
2.080000000000000071e+01,2.536818284351372368e-02
2.083999999999999986e+01,4.828628394642115601e-02
2.087999999999999901e+01,2.782205514922232725e-02
2.092000000000000171e+01,2.081031691460685784e-02
2.096000000000000085e+01,1.269916003453347604e-02
2.100000000000000000e+01,2.215896103234004169e-02
2.103999999999999915e+01,4.095279063239620071e-02
2.107999999999999829e+01,3.832944327830305198e-02
2.112000000000000099e+01,4.174535452979569183e-02
2.116000000000000014e+01,1.660541800205119628e-02
2.119999999999999929e+01,1.864619677820913285e-02
2.123999999999999844e+01,2.864818778714263089e-02
2.128000000000000114e+01,2.025321499065145872e-02
2.132000000000000028e+01,4.425568326390171697e-02
2.135999999999999943e+01,1.856085455654606087e-02
2.139999999999999858e+01,1.153525181654593140e-02
2.144000000000000128e+01,2.372800480466857875e-02
2.148000000000000043e+01,5.733562935100623703e-02
2.151999999999999957e+01,4.756094113311890720e-02
2.155999999999999872e+01,2.927361302270256593e-02
2.160000000000000142e+01,3.542136747724033974e-02
2.164000000000000057e+01,2.289760342039946078e-02
2.167999999999999972e+01,4.167303269268358978e-02
2.171999999999999886e+01,2.557764924721623798e-02
2.176000000000000156e+01,3.611386740977300114e-02
2.180000000000000071e+01,2.221272010228531393e-02
2.183999999999999986e+01,1.517454371291229384e-02
2.187999999999999901e+01,2.927668524679276699e-02
2.192000000000000171e+01,3.568988956173969884e-02
2.196000000000000085e+01,2.590266303723522817e-02
2.200000000000000000e+01,6.169198434394294189e-02
2.203999999999999915e+01,4.833315556669352114e-02
2.207999999999999829e+01,3.662058158065330943e-02
2.212000000000000099e+01,1.337517490221860894e-02
2.216000000000000014e+01,3.900109247761517767e-02
2.219999999999999929e+01,4.732832825996653031e-02
2.223999999999999844e+01,5.071227884019935406e-02
2.228000000000000114e+01,4.915294528930599927e-02
2.232000000000000028e+01,2.864754708902057453e-02
2.235999999999999943e+01,4.410895428782059258e-02
2.239999999999999858e+01,4.886122932583664841e-02
2.244000000000000128e+01,3.439287858255076630e-02
2.248000000000000043e+01,3.337706017055915714e-02
2.251999999999999957e+01,3.565489440002019700e-02
2.255999999999999872e+01,4.067725365215094785e-02
2.260000000000000142e+01,3.471592175357316595e-02
2.264000000000000057e+01,5.318970026575738086e-02
2.267999999999999972e+01,2.773206838272696678e-02
2.271999999999999886e+01,3.082801422575488781e-02
2.276000000000000156e+01,4.984757900101223493e-02
2.280000000000000071e+01,5.101934935833838530e-02
2.283999999999999986e+01,2.363531691811607272e-02
2.287999999999999901e+01,3.304179683454538247e-02
2.292000000000000171e+01,3.475936630685608209e-02
2.296000000000000085e+01,2.686607599182838993e-02
2.300000000000000000e+01,5.027201434868145552e-02
2.303999999999999915e+01,2.041136422308102716e-02
2.307999999999999829e+01,2.020255884202204477e-02
2.312000000000000099e+01,3.179891685881436336e-02
2.316000000000000014e+01,4.202135078985428512e-02
2.319999999999999929e+01,4.263293135951170404e-02
2.323999999999999844e+01,3.555561005299096716e-02
2.328000000000000114e+01,3.396847649588131263e-02
2.332000000000000028e+01,3.128198748187688977e-02
2.335999999999999943e+01,2.118116414955982865e-02
2.339999999999999858e+01,2.041443260805526558e-02
2.344000000000000128e+01,4.298457551761498963e-02
2.348000000000000043e+01,3.864631883483225089e-02
2.351999999999999957e+01,2.936481122169391084e-02
2.355999999999999872e+01,1.596374678385485690e-02
2.360000000000000142e+01,2.727238280548728577e-02
2.364000000000000057e+01,4.489490925012639549e-02
2.367999999999999972e+01,2.242995290278970016e-02
2.371999999999999886e+01,2.302731415857788358e-02
2.376000000000000156e+01,4.778525146803311308e-02
2.380000000000000071e+01,2.284595712743038923e-02
2.383999999999999986e+01,2.865678525977821342e-02
2.387999999999999901e+01,3.556478768822701059e-02
2.392000000000000171e+01,2.901805520473610053e-02
2.396000000000000085e+01,4.937754757874924377e-02
2.400000000000000000e+01,5.216384200949657907e-02
2.403999999999999915e+01,3.792606825774498536e-02
2.407999999999999829e+01,4.400497829917748849e-02
2.412000000000000099e+01,4.706260388935520206e-02
2.416000000000000014e+01,3.721462968332340387e-02
2.419999999999999929e+01,2.709101661689642532e-02
2.423999999999999844e+01,1.943740920994116439e-02
2.428000000000000114e+01,2.413812494939702666e-02
2.432000000000000028e+01,3.130884849030978606e-02
2.435999999999999943e+01,4.177327393833420860e-02
2.439999999999999858e+01,2.752583918594532844e-02
2.444000000000000128e+01,1.657210848265329092e-02
2.448000000000000043e+01,2.016922103983520217e-02
2.451999999999999957e+01,3.172941782893108284e-03
2.455999999999999872e+01,3.504805103933813365e-02
2.460000000000000142e+01,2.958134558551130111e-02
2.464000000000000057e+01,2.987942863973116342e-02
2.467999999999999972e+01,3.429491520366569068e-02
2.471999999999999886e+01,3.678739076078406389e-02
2.476000000000000156e+01,2.033386699905856410e-02
2.480000000000000071e+01,3.517962010388062111e-02
2.483999999999999986e+01,5.908493921036128693e-02
2.487999999999999901e+01,1.489724447612682939e-02
2.492000000000000171e+01,2.369941306752418667e-02
